Unnamed: 0,index,id,true_states,true_parameters,time_start,time_end,time_count,name,non_identifiable,noise,finished,has_result,run,software,result,time
2,0,biohydrogenation_0_0,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.0,True,True,amigo2_0_10,amigo2,"[['k5', '5.3900e-01'], ['k6', '6.7200e-01'], ['k7', '5.8200e-01'], ['k8', '5.3600e-01'], ['k9', '4.3900e-01'], ['k10', '6.1700e-01'], ['x4', '4.5000e-01'], ['x5', '8.1300e-01'], ['x6', '8.7100e-01'], ['x7', '1.2633e+00']]",684.9369964599609
4,0,biohydrogenation_0_0,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.0,True,True,amigo2_0_100,amigo2,"[['k5', '5.3900e-01'], ['k6', '6.7200e-01'], ['k7', '5.8200e-01'], ['k8', '5.3600e-01'], ['k9', '4.3900e-01'], ['k10', '6.1700e-01'], ['x4', '4.5000e-01'], ['x5', '8.1300e-01'], ['x6', '8.7100e-01'], ['x7', '8.4043e+01']]",578.0937225818634
4,0,biohydrogenation_0_0,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.0,True,True,odepe,odepe,"[['k5', '0.5390000000052579'], ['k6', '0.6720000000084422'], ['k7', '0.5820000033365446'], ['k8', '0.5360000111629389'], ['k9', '0.4389999956311021'], ['k10', '0.616999997302301'], ['x4', '0.45000000000036494'], ['x5', '0.8130000000005206'], ['x6', '0.8710000015721749'], ['x7', '1.7149238720174738']]",779.4871282577515
5,0,biohydrogenation_0_0,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.0,True,True,odepe_polish,odepe,"[['k5', '0.5390000000052579'], ['k6', '0.6720000000084422'], ['k7', '0.5820000033365446'], ['k8', '0.5360000111629389'], ['k9', '0.4389999956311021'], ['k10', '0.616999997302301'], ['x4', '0.45000000000036494'], ['x5', '0.8130000000005206'], ['x6', '0.8710000015721749'], ['x7', '1.7149238720174738']]",2684.7777857780457
0,0,biohydrogenation_0_0,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.0,True,True,sciml,sciml,"[['k5', '0.876649352151589'], ['k6', '0.533795505296928'], ['k7', '0.9854020236755345'], ['k8', '0.5699840405837229'], ['k9', '0.956510006925125'], ['k10', '0.3697927812623374'], ['x4', '0.992089415448582'], ['x5', '0.9541972111893592'], ['x6', '0.4332916604118856'], ['x7', '0.38911689737573185']]",289.7314052581787
2642,440,biohydrogenation_0_1em2,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.01,True,True,amigo2_0_10,amigo2,"[['k5', '5.4490e-01'], ['k6', '6.8265e-01'], ['k7', '2.8408e+00'], ['k8', '0.0000e+00'], ['k9', '8.2913e-01'], ['k10', '8.6036e+00'], ['x4', '4.5012e-01'], ['x5', '8.1367e-01'], ['x6', '1.0000e+01'], ['x7', '1.0000e+01']]",488.84308385849
2204,440,biohydrogenation_0_1em2,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.01,True,True,amigo2_0_100,amigo2,"[['k5', '5.4485e-01'], ['k6', '6.8257e-01'], ['k7', '2.6442e+01'], ['k8', '5.1415e-12'], ['k9', '8.5549e-01'], ['k10', '8.6090e+01'], ['x4', '4.5012e-01'], ['x5', '8.1363e-01'], ['x6', '1.0000e+02'], ['x7', '8.1593e+01']]",543.4333584308624
2644,440,biohydrogenation_0_1em2,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.01,True,True,odepe,odepe,"[['k5', '0.5708323137774032'], ['k6', '0.7238615948970121'], ['k7', '-0.0024928534146313624'], ['k8', '-0.8085818131538355'], ['k9', '-2.366835151152706e-25'], ['k10', '1.873544649899903e-30'], ['x4', '0.44968607795065113'], ['x5', '0.72293609034626'], ['x6', '-0.0004122623340113228'], ['x7', '0.5830289687786866']]",875.9394934177399
2645,440,biohydrogenation_0_1em2,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.01,True,True,odepe_polish,odepe,"[['k5', '0.5708323137774032'], ['k6', '0.7238615948970121'], ['k7', '-0.0024928534146313624'], ['k8', '-0.8085818131538355'], ['k9', '-2.366835151152706e-25'], ['k10', '1.873544649899903e-30'], ['x4', '0.44968607795065113'], ['x5', '0.72293609034626'], ['x6', '-0.0004122623340113228'], ['x7', '0.5830289687786866']]",4211.364389896393
2640,440,biohydrogenation_0_1em2,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.01,True,True,sciml,sciml,"[['k5', '0.014740539628131488'], ['k6', '0.7627235228282226'], ['k7', '0.11043652819673155'], ['k8', '0.1942683086578817'], ['k9', '0.03491905673218809'], ['k10', '0.035530718528275274'], ['x4', '0.6968998326401531'], ['x5', '0.08970649922622886'], ['x6', '0.5230623471373458'], ['x7', '0.00249677529165937']]",146.75552606582642
1982,330,biohydrogenation_0_1em4,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.0001,True,True,amigo2_0_10,amigo2,"[['k5', '5.3923e-01'], ['k6', '6.7240e-01'], ['k7', '4.1959e-01'], ['k8', '0.0000e+00'], ['k9', '6.9176e-01'], ['k10', '7.1374e-01'], ['x4', '4.5001e-01'], ['x5', '8.1302e-01'], ['x6', '7.8682e-01'], ['x7', '0.0000e+00']]",354.65558338165283
1654,330,biohydrogenation_0_1em4,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.0001,True,True,amigo2_0_100,amigo2,"[['k5', '2.8065e-01'], ['k6', '2.1830e-01'], ['k7', '1.9333e-01'], ['k8', '1.0358e-14'], ['k9', '1.5118e-15'], ['k10', '4.1600e+01'], ['x4', '4.4181e-01'], ['x5', '8.1126e-01'], ['x6', '1.0526e-14'], ['x7', '1.3631e-02']]",2119.191863298416
1984,330,biohydrogenation_0_1em4,"{'x4': 0.45, 'x5': 0.813, 'x6': 0.871, 'x7': 0.407}","{'k5': 0.539, 'k6': 0.672, 'k7': 0.582, 'k8': 0.536, 'k9': 0.439, 'k10': 0.617}",-1.0,1.0,1001,biohydrogenation,['x7'],0.0001,True,True,odepe,odepe,"[['k5', '0.5251825257106412'], ['k6', '0.6477989866764067'], ['k7', '-0.01000007543103011'], ['k8', '-0.8533340484089118'], ['k9', '-2.6923268915675537e-36'], ['k10', '9.609366372759138e-44'], ['x4', '0.44979106059233576'], ['x5', '0.8091843761293827'], ['x6', '-8.081366957516834e-05'], ['x7', '0.5107665665052089']]",798.0081951618195
